Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,27 Aug 2001,Dividend - Rs. - 3.0000,-,10 Sep 2001,28 Sep 2001,27 Aug 2001,07 Sep 2001,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,30 Aug 2007,Dividend - Rs. - 6.0000,-,03 Sep 2007,17 Sep 2007,27 Aug 2007,31 Aug 2007,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,13 Feb 2008,Interim Dividend - Rs. - 9.0000,14 Feb 2008,-,-,07 Feb 2008,13 Feb 2008,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,01 Sep 2008,Final Dividend - Rs. - 6.2500,-,03 Sep 2008,17 Sep 2008,27 Aug 2008,01 Sep 2008,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,17 Feb 2009,Interim Dividend - Rs. - 9.0000,18 Feb 2009,-,-,11 Feb 2009,17 Feb 2009,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,01 Sep 2009,Final Dividend - Rs. - 8.0000,-,03 Sep 2009,17 Sep 2009,27 Aug 2009,02 Sep 2009,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,09 Feb 2010,Interim Dividend - Rs. - 11.0000,10 Feb 2010,-,-,03 Feb 2010,09 Feb 2010,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,01 Sep 2010,Final Dividend - Rs. - 12.3000,-,03 Sep 2010,17 Sep 2010,27 Aug 2010,02 Sep 2010,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,18 Mar 2011,Interim Dividend - Rs. - 13.2500,21 Mar 2011,-,-,14 Mar 2011,18 Mar 2011,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,10 Aug 2011,Final Dividend - Rs. - 17.9000,-,12 Aug 2011,19 Aug 2011,05 Aug 2011,11 Aug 2011,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,03 Oct 2011,Stock  Split From Rs.10/- to Rs.2/-,04 Oct 2011,-,-,26 Sep 2011,03 Oct 2011,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,06 Mar 2012,Interim Dividend - Rs. - 2.7200,07 Mar 2012,-,-,29 Feb 2012,06 Mar 2012,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,06 Sep 2012,Final Dividend - Rs. - 3.6800,-,10 Sep 2012,19 Sep 2012,04 Sep 2012,08 Sep 2012,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,05 Feb 2013,Interim Dividend - Rs. - 2.1200,06 Feb 2013,-,-,30 Jan 2013,05 Feb 2013,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,06 Sep 2013,Final Dividend - Rs. - 3.2900,-,11 Sep 2013,20 Sep 2013,03 Sep 2013,10 Sep 2013,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,07 Feb 2014,Interim Dividend - Rs. - 1.3100,10 Feb 2014,-,-,03 Feb 2014,07 Feb 2014,20 Feb 2014
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,08 Sep 2014,Final Dividend - Rs. - 1.5200,-,10 Sep 2014,19 Sep 2014,03 Sep 2014,09 Sep 2014,06 Oct 2014
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,16 Feb 2015,Interim Dividend - Rs. - 0.5400,18 Feb 2015,-,-,10 Feb 2015,13 Feb 2015,27 Feb 2015
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,14 Sep 2015,Final Dividend - Rs. - 0.6200,-,16 Sep 2015,22 Sep 2015,09 Sep 2015,15 Sep 2015,08 Oct 2015
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,14 Sep 2016,Final Dividend - Rs. - 0.4000,-,16 Sep 2016,22 Sep 2016,08 Sep 2016,15 Sep 2016,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,14 Feb 2017,Interim Dividend - Rs. - 0.8000,15 Feb 2017,-,-,08 Feb 2017,14 Feb 2017,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,23 Aug 2017,Final Dividend - Rs. - 0.7800,-,26 Aug 2017,30 Aug 2017,18 Aug 2017,23 Aug 2017,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,28 Sep 2017,Bonus issue 1:2,30 Sep 2017,-,-,25 Sep 2017,28 Sep 2017,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,15 Feb 2018,Interim Dividend - Rs. - 0.8000,17 Feb 2018,-,-,09 Feb 2018,14 Feb 2018,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,11 Sep 2018,Final Dividend - Rs. - 1.0200,-,13 Sep 2018,19 Sep 2018,06 Sep 2018,11 Sep 2018,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,05 Nov 2018,Buy Back of Shares ,06 Nov 2018,-,-,30 Oct 2018,02 Nov 2018,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,12 Feb 2019,Interim Dividend - Rs. - 0.8000,13 Feb 2019,-,-,06 Feb 2019,12 Feb 2019,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,11 Sep 2019,Final Dividend - Rs. - 1.2000,-,13 Sep 2019,19 Sep 2019,05 Sep 2019,12 Sep 2019,-
