root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj,std,best-std,direction
0.03249363176672816,0.003051466014715716,0.0010558361053917256,-0.002791185171922228,0.0,0.7949999999999994,1.0
0.03249962789649624,0.0030510917633879086,0.0010562258134107166,-0.0031613143654962705,0.1,0.7609999999999993,1.0
0.03246813395666533,0.0030537417313045595,0.0010541797226279641,-0.0012180186299857176,0.2,0.9269999999999993,1.0
0.0324940382913758,0.0030514408280227505,0.001055862524481397,-0.0028162769736777005,0.30000000000000004,0.7929999999999994,1.0
0.032469025021524434,0.0030535840772720796,0.0010542375858483795,-0.0012729748178657019,0.4,0.9199999999999993,1.0
0.03250179033483345,0.0030509141218347433,0.0010563663749694728,-0.0032948141495772187,0.5,0.7439999999999994,1.0
0.032493219846486676,0.0030514911280164632,0.0010558093359921156,-0.0027657606597046858,0.6000000000000001,0.7969999999999994,1.0
0.03250058841548109,0.0030510197988349794,0.0010562882473525036,-0.003220611642942739,0.7000000000000001,0.7539999999999993,1.0
0.03249541480028007,0.0030513537731654463,0.001055951983042261,-0.002901241160651713,0.8,0.7859999999999994,1.0
0.03249706614618323,0.0030512522071208244,0.001056059308109408,-0.003003174245468143,0.9,0.7769999999999994,1.0
0.032498568838178206,0.003051161994496882,0.0010561569765298077,-0.0030959358308566554,1.0,0.7679999999999993,1.0
