root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,C,gamma,kernel,threshold
0.4442121280601409,0.19732441471571907,0.19732441471571907,0.802675585284281,0.3333333333333333,0.011428571428571429,0.02209944751381216,"[[718   4]
 [173   2]]",1.0,0.1,rbf,0.01
0.30050125348238,0.0903010033444816,0.0903010033444816,0.9096989966555185,0.0,0.0,0.0,"[[816  14]
 [ 67   0]]",0.1,0.1,sigmoid,0.02
0.2163856337073152,0.046822742474916385,0.046822742474916385,0.9531772575250836,0.0,0.0,0.0,"[[855   7]
 [ 35   0]]",100.0,0.1,rbf,0.03
0.1455393995929994,0.021181716833890748,0.021181716833890748,0.9788182831661092,0.0,0.0,0.0,"[[878   0]
 [ 19   0]]",1000.0,0.001,rbf,0.04
0.1455393995929994,0.021181716833890748,0.021181716833890748,0.9788182831661092,0.0,0.0,0.0,"[[878   8]
 [ 11   0]]",1000.0,0.1,rbf,0.05
0.06677805632941777,0.004459308807134894,0.004459308807134894,0.9955406911928651,0.0,0.0,0.0,"[[893   1]
 [  3   0]]",100.0,0.1,sigmoid,0.1
